datetime,total
07.01.2009 10:00:00,207556.26940782167
07.01.2009 11:00:00,218419.91331109457
07.01.2009 12:00:00,220686.51398350138
07.01.2009 13:00:00,214764.78631681422
07.01.2009 14:00:00,207346.9230955191
07.01.2009 15:00:00,197413.07904847228
07.01.2009 16:00:00,195318.31541048049
07.01.2009 17:00:00,195429.09893512633
07.01.2009 18:00:00,194938.4811442706
07.01.2009 19:00:00,206721.27426054724
07.01.2009 20:00:00,211803.29654731124
07.01.2009 21:00:00,220170.17632378844
07.01.2009 22:00:00,217748.06494449393
07.01.2009 23:00:00,202873.32550047545
08.01.2009 00:00:00,165783.34505157513
08.01.2009 01:00:00,132011.9932109048
08.01.2009 02:00:00,116352.36322791206
08.01.2009 03:00:00,104313.88511646401
08.01.2009 04:00:00,100330.73057756711
08.01.2009 05:00:00,101090.56268183494
08.01.2009 06:00:00,109715.95401293934
08.01.2009 07:00:00,141547.91245320177
08.01.2009 08:00:00,161745.8460002483
08.01.2009 09:00:00,184633.79324778338
08.01.2009 10:00:00,210126.0383682519
08.01.2009 11:00:00,219695.82910349363
08.01.2009 12:00:00,221407.58820670142
08.01.2009 13:00:00,216236.7236754169
08.01.2009 14:00:00,209281.72087633566
08.01.2009 15:00:00,200100.32538401367
08.01.2009 16:00:00,198602.01636955573
08.01.2009 17:00:00,198817.80904488105
08.01.2009 18:00:00,200797.2463069948
08.01.2009 19:00:00,210828.812788366
08.01.2009 20:00:00,223275.19568024602
08.01.2009 21:00:00,240585.54844896065
08.01.2009 22:00:00,235195.43061179703
08.01.2009 23:00:00,206306.04421489
09.01.2009 00:00:00,170186.59717116688
09.01.2009 01:00:00,132145.25893918885
09.01.2009 02:00:00,116782.42279108477
09.01.2009 03:00:00,103364.20930708668
09.01.2009 04:00:00,100486.66154183607
09.01.2009 05:00:00,105117.07670808812
09.01.2009 06:00:00,146076.71249941518
09.01.2009 07:00:00,189155.50119082755
09.01.2009 08:00:00,195875.15341445897
09.01.2009 09:00:00,199557.40188051862
09.01.2009 10:00:00,206656.33450415975
09.01.2009 11:00:00,208895.10743398455
09.01.2009 12:00:00,208209.13956471282
09.01.2009 13:00:00,203941.22885604703
09.01.2009 14:00:00,200169.92815811382
09.01.2009 15:00:00,194963.77880912056
09.01.2009 16:00:00,194479.77007122294
09.01.2009 17:00:00,194617.41325133873
09.01.2009 18:00:00,201107.67331948044
09.01.2009 19:00:00,205362.98404850665
09.01.2009 20:00:00,214997.75325672285
09.01.2009 21:00:00,222871.24372755978
09.01.2009 22:00:00,220899.75923749982
09.01.2009 23:00:00,199592.80784005494
10.01.2009 00:00:00,176427.12703894
10.01.2009 01:00:00,138390.2632244791
10.01.2009 02:00:00,121279.08147583606
10.01.2009 03:00:00,107352.56807369628
10.01.2009 04:00:00,100808.75092319601
10.01.2009 05:00:00,101378.73157667772
10.01.2009 06:00:00,109638.04383121339
10.01.2009 07:00:00,130163.93300413969
10.01.2009 08:00:00,156563.91847225258
10.01.2009 09:00:00,184772.86828605644
10.01.2009 10:00:00,218423.00717168918
10.01.2009 11:00:00,233475.95228554012
10.01.2009 12:00:00,232262.43070626046
10.01.2009 13:00:00,228734.60177946082
10.01.2009 14:00:00,220450.29280262592
10.01.2009 15:00:00,210986.71123153617
10.01.2009 16:00:00,205233.74265406388
10.01.2009 17:00:00,204156.81897255735
10.01.2009 18:00:00,205990.66635804527
10.01.2009 19:00:00,207233.62305583357
10.01.2009 20:00:00,210212.04154678102
10.01.2009 21:00:00,211125.51141732855
10.01.2009 22:00:00,210085.30855174945
10.01.2009 23:00:00,197527.70764328877
11.01.2009 00:00:00,174784.5279742089
11.01.2009 01:00:00,139434.97137163073
11.01.2009 02:00:00,122849.70127431367
11.01.2009 03:00:00,107802.9575371592
11.01.2009 04:00:00,101183.02292889508
11.01.2009 05:00:00,101171.53798269463
11.01.2009 06:00:00,106955.28396090458
11.01.2009 07:00:00,117852.66566658762
11.01.2009 08:00:00,148605.07164910846
11.01.2009 09:00:00,182381.7341395132
11.01.2009 10:00:00,216839.8792415712
11.01.2009 11:00:00,235127.8531479718
11.01.2009 12:00:00,233702.2236073838
11.01.2009 13:00:00,230919.95383234104
11.01.2009 14:00:00,222240.76666609303
11.01.2009 15:00:00,215622.95763732068
11.01.2009 16:00:00,215675.43643763877
11.01.2009 17:00:00,216119.61924768606
11.01.2009 18:00:00,222629.97252082257
11.01.2009 19:00:00,230350.4778846631
11.01.2009 20:00:00,246292.09647998528
11.01.2009 21:00:00,257079.55107940262
11.01.2009 22:00:00,243489.56198511884
11.01.2009 23:00:00,214656.39536965187
12.01.2009 00:00:00,174350.4573696671
12.01.2009 01:00:00,137875.361965549
12.01.2009 02:00:00,120357.14777648059
12.01.2009 03:00:00,106750.17296882754
12.01.2009 04:00:00,101328.17307448106
12.01.2009 05:00:00,107165.04449918163
12.01.2009 06:00:00,153652.8171560382
12.01.2009 07:00:00,204221.33317794994
12.01.2009 08:00:00,207926.14229387257
12.01.2009 09:00:00,205862.8633743224
12.01.2009 10:00:00,206489.6350693656
12.01.2009 11:00:00,206181.00545919425
12.01.2009 12:00:00,205831.20501763432
12.01.2009 13:00:00,200828.8734125356
12.01.2009 14:00:00,195391.90831724778
12.01.2009 15:00:00,192520.49886390727
12.01.2009 16:00:00,190893.7555421487
12.01.2009 17:00:00,190832.92861361458
12.01.2009 18:00:00,195060.9036515963
12.01.2009 19:00:00,210422.47132342082
12.01.2009 20:00:00,218965.78375669022
12.01.2009 21:00:00,238713.0089815316
12.01.2009 22:00:00,235524.19278446832
12.01.2009 23:00:00,209033.6493635241
13.01.2009 00:00:00,172001.40980815384
13.01.2009 01:00:00,134281.16400273782
13.01.2009 02:00:00,118596.57922508205
13.01.2009 03:00:00,106066.16778482967
13.01.2009 04:00:00,101960.43583701692
13.01.2009 05:00:00,107461.28253387178
13.01.2009 06:00:00,152589.14089291537
13.01.2009 07:00:00,204095.61137863316
13.01.2009 08:00:00,211647.36353033892
13.01.2009 09:00:00,207712.9450974803
13.01.2009 10:00:00,204360.34233514982
13.01.2009 11:00:00,202327.8957902331
13.01.2009 12:00:00,201591.33509058214
13.01.2009 13:00:00,198433.99111986108
13.01.2009 14:00:00,193358.03275116117
13.01.2009 15:00:00,189254.072322154
13.01.2009 16:00:00,188557.0439718862
13.01.2009 17:00:00,189380.29000716962
13.01.2009 18:00:00,195461.88025863972
13.01.2009 19:00:00,212164.8398057219
13.01.2009 20:00:00,221541.3792374461
13.01.2009 21:00:00,240935.32530354246
13.01.2009 22:00:00,238500.39247333244
13.01.2009 23:00:00,213394.5626913024
14.01.2009 00:00:00,172107.03437883148
14.01.2009 01:00:00,132000.65770663306
14.01.2009 02:00:00,117782.72565518874
14.01.2009 03:00:00,104433.23037330364
14.01.2009 04:00:00,101164.27743907057
14.01.2009 05:00:00,107310.27110115415
14.01.2009 06:00:00,151589.88858022532
14.01.2009 07:00:00,206783.4173085545
14.01.2009 08:00:00,213235.03198988727
14.01.2009 09:00:00,207976.7701894872
14.01.2009 10:00:00,204668.5470268068
14.01.2009 11:00:00,202245.72009185853
14.01.2009 12:00:00,200449.24961296134
14.01.2009 13:00:00,197684.57231051935
14.01.2009 14:00:00,193401.53877589412
14.01.2009 15:00:00,188400.45891230184
14.01.2009 16:00:00,187652.83604534052
14.01.2009 17:00:00,188531.74795559392
14.01.2009 18:00:00,197272.4564010953
14.01.2009 19:00:00,210734.39962418954
14.01.2009 20:00:00,221530.37869670242
14.01.2009 21:00:00,241976.98051972085
14.01.2009 22:00:00,239505.71381693234
14.01.2009 23:00:00,213700.39092270954
15.01.2009 00:00:00,173089.22760595204
15.01.2009 01:00:00,131506.78043618277
15.01.2009 02:00:00,116178.16446274437
15.01.2009 03:00:00,102242.34857351948
15.01.2009 04:00:00,100773.21623079365
15.01.2009 05:00:00,106794.91596305947
15.01.2009 06:00:00,151098.06032850067
15.01.2009 07:00:00,207435.3579635455
15.01.2009 08:00:00,213898.04859954256
15.01.2009 09:00:00,208226.8558556449
15.01.2009 10:00:00,205089.99606056922
15.01.2009 11:00:00,202031.84358817458
15.01.2009 12:00:00,200389.9642526147
15.01.2009 13:00:00,197580.12470953367
15.01.2009 14:00:00,195410.62640366502
15.01.2009 15:00:00,188270.94551196482
15.01.2009 16:00:00,186721.4748723612
15.01.2009 17:00:00,188062.94033579773
15.01.2009 18:00:00,196745.0405110272
15.01.2009 19:00:00,209419.3440314986
15.01.2009 20:00:00,220753.30643257196
15.01.2009 21:00:00,240996.6890157856
15.01.2009 22:00:00,239653.7091411199
15.01.2009 23:00:00,216758.3407503966
16.01.2009 00:00:00,172243.72669113005
16.01.2009 01:00:00,131596.9019319416
16.01.2009 02:00:00,116063.2422578612
16.01.2009 03:00:00,101761.6664952832
16.01.2009 04:00:00,98913.79873786219
16.01.2009 05:00:00,106344.6358477638
16.01.2009 06:00:00,148540.51831114537
16.01.2009 07:00:00,205879.90632684823
16.01.2009 08:00:00,214153.76881775676
16.01.2009 09:00:00,208229.2507367475
16.01.2009 10:00:00,205031.6997555671
16.01.2009 11:00:00,202990.5359423645
16.01.2009 12:00:00,201477.38661417228
16.01.2009 13:00:00,198392.2842980492
16.01.2009 14:00:00,196350.23768678095
16.01.2009 15:00:00,192887.02786468106
16.01.2009 16:00:00,191666.40790113152
16.01.2009 17:00:00,191435.23437251823
16.01.2009 18:00:00,196606.0435416823
16.01.2009 19:00:00,204630.6931752968
16.01.2009 20:00:00,212753.2441505972
16.01.2009 21:00:00,222005.5623244258
16.01.2009 22:00:00,219641.30564715798
16.01.2009 23:00:00,201890.7776225437
17.01.2009 00:00:00,177593.32464204213
17.01.2009 01:00:00,141339.36033634926
17.01.2009 02:00:00,122188.12599441303
17.01.2009 03:00:00,105491.72710314716
17.01.2009 04:00:00,99213.60736527447
17.01.2009 05:00:00,101191.00605101994
17.01.2009 06:00:00,111277.30585555604
17.01.2009 07:00:00,133583.1701221229
17.01.2009 08:00:00,160837.08028512142
17.01.2009 09:00:00,188423.06368968578
17.01.2009 10:00:00,221971.6424297932
17.01.2009 11:00:00,234409.50451154495
17.01.2009 12:00:00,233699.45437885117
17.01.2009 13:00:00,229346.27359975662
17.01.2009 14:00:00,220945.32767057838
17.01.2009 15:00:00,212015.6904605833
17.01.2009 16:00:00,207171.2955398334
17.01.2009 17:00:00,206546.14834266956
17.01.2009 18:00:00,208609.78867370548
17.01.2009 19:00:00,209800.01769342466
17.01.2009 20:00:00,211612.356559912
17.01.2009 21:00:00,212492.7388588494
17.01.2009 22:00:00,211138.4208923679
17.01.2009 23:00:00,198818.11131486524
18.01.2009 00:00:00,174810.57528707062
18.01.2009 01:00:00,141770.3152075558
18.01.2009 02:00:00,123261.1120640216
18.01.2009 03:00:00,105976.85742612374
18.01.2009 04:00:00,99225.63067150231
18.01.2009 05:00:00,99010.00761529396
18.01.2009 06:00:00,103105.39004875334
18.01.2009 07:00:00,119736.55328593636
18.01.2009 08:00:00,152360.6272462952
18.01.2009 09:00:00,185921.34986391346
18.01.2009 10:00:00,221035.48248339724
18.01.2009 11:00:00,237816.21366389524
18.01.2009 12:00:00,238741.78406213268
18.01.2009 13:00:00,230799.14988624144
18.01.2009 14:00:00,222638.84584634387
18.01.2009 15:00:00,218361.16441438146
18.01.2009 16:00:00,218329.99858941897
18.01.2009 17:00:00,218948.57504030442
18.01.2009 18:00:00,226219.90214856734
18.01.2009 19:00:00,234284.19487849835
18.01.2009 20:00:00,247673.8353032138
18.01.2009 21:00:00,258027.19990363676
18.01.2009 22:00:00,243348.27306303903
18.01.2009 23:00:00,215814.40588335766
19.01.2009 00:00:00,173028.27626612948
19.01.2009 01:00:00,136250.40247969032
19.01.2009 02:00:00,116750.13207148333
19.01.2009 03:00:00,103174.232730231
19.01.2009 04:00:00,98500.11089689443
19.01.2009 05:00:00,104529.0071009543
19.01.2009 06:00:00,151926.50211764997
19.01.2009 07:00:00,208423.84783645795
19.01.2009 08:00:00,215979.13501438603
19.01.2009 09:00:00,209831.63014895387
19.01.2009 10:00:00,206211.14799726324
19.01.2009 11:00:00,204641.70356391
19.01.2009 12:00:00,204150.65903579502
19.01.2009 13:00:00,199229.3790561404
19.01.2009 14:00:00,194392.55280715402
19.01.2009 15:00:00,192003.67954164694
19.01.2009 16:00:00,188762.55903637444
19.01.2009 17:00:00,189072.46734956678
19.01.2009 18:00:00,194766.69859353904
19.01.2009 19:00:00,209697.71618359833
19.01.2009 20:00:00,219821.59546271322
19.01.2009 21:00:00,238777.7842109379
19.01.2009 22:00:00,236396.57456139603
19.01.2009 23:00:00,211028.3435435434
20.01.2009 00:00:00,169304.97005650715
20.01.2009 01:00:00,132026.79301680953
20.01.2009 02:00:00,114663.21907522269
20.01.2009 03:00:00,102193.96543654623
20.01.2009 04:00:00,98206.02558444034
20.01.2009 05:00:00,104474.59855079278
20.01.2009 06:00:00,150781.48957602453
20.01.2009 07:00:00,205231.8283727517
20.01.2009 08:00:00,215587.6798748298
20.01.2009 09:00:00,210666.85098624305
20.01.2009 10:00:00,205854.67735000682
20.01.2009 11:00:00,201110.70808234083
20.01.2009 12:00:00,200894.66762904634
20.01.2009 13:00:00,197238.06185353434
20.01.2009 14:00:00,192419.18620817305
20.01.2009 15:00:00,188162.56737383653
20.01.2009 16:00:00,185672.27511453332
20.01.2009 17:00:00,187148.3286596993
20.01.2009 18:00:00,195073.07164323446
20.01.2009 19:00:00,209776.71436106355
20.01.2009 20:00:00,221652.77648337375
20.01.2009 21:00:00,239572.85287466232
20.01.2009 22:00:00,237886.63423546543
20.01.2009 23:00:00,214306.64150176255
21.01.2009 00:00:00,169130.219648706
21.01.2009 01:00:00,130674.21050814205
21.01.2009 02:00:00,114843.28766530745
21.01.2009 03:00:00,101570.32838874742
21.01.2009 04:00:00,97755.05901010185
21.01.2009 05:00:00,104655.73102738701
21.01.2009 06:00:00,150418.98756157298
21.01.2009 07:00:00,207465.77686725988
21.01.2009 08:00:00,215857.53481970055
21.01.2009 09:00:00,211429.27636296695
21.01.2009 10:00:00,206616.54474094178
21.01.2009 11:00:00,201505.2956741791
21.01.2009 12:00:00,199906.10080894493
21.01.2009 13:00:00,196606.321663843
21.01.2009 14:00:00,193033.96009119917
21.01.2009 15:00:00,189728.7467512365
21.01.2009 16:00:00,187443.73804438682
21.01.2009 17:00:00,188481.79342226588
21.01.2009 18:00:00,195999.5448642888
21.01.2009 19:00:00,207957.26272315645
21.01.2009 20:00:00,221769.72175292665
21.01.2009 21:00:00,240172.66854474854
21.01.2009 22:00:00,238757.65436081006
21.01.2009 23:00:00,214433.49067295567
22.01.2009 00:00:00,172675.11440334265
22.01.2009 01:00:00,130659.04244169578
22.01.2009 02:00:00,114218.02678317977
22.01.2009 03:00:00,100604.63971468662
22.01.2009 04:00:00,97583.66060172748
22.01.2009 05:00:00,104389.09901371282
22.01.2009 06:00:00,150069.76912227354
22.01.2009 07:00:00,207705.42014600357
22.01.2009 08:00:00,215709.78798920749
22.01.2009 09:00:00,211792.14499502908
22.01.2009 10:00:00,206968.43799714753
22.01.2009 11:00:00,202056.75084024947
22.01.2009 12:00:00,200880.55115693336
22.01.2009 13:00:00,197171.99542244247
22.01.2009 14:00:00,195258.7821410086
22.01.2009 15:00:00,189517.6090871592
22.01.2009 16:00:00,187104.37714645
22.01.2009 17:00:00,188131.5141066843
22.01.2009 18:00:00,195967.11077344546
22.01.2009 19:00:00,206624.83699501818
22.01.2009 20:00:00,220832.1770483464
22.01.2009 21:00:00,239033.71870822032
22.01.2009 22:00:00,238200.9109820129
22.01.2009 23:00:00,218030.86031829278
23.01.2009 00:00:00,172108.11446298048
23.01.2009 01:00:00,131605.15464168976
23.01.2009 02:00:00,114409.06339991279
23.01.2009 03:00:00,100338.27956088586
23.01.2009 04:00:00,97328.24435729573
23.01.2009 05:00:00,104566.98238768363
23.01.2009 06:00:00,148803.46823518365
23.01.2009 07:00:00,205905.7932723832
23.01.2009 08:00:00,216147.61059927955
23.01.2009 09:00:00,213212.97361693895
23.01.2009 10:00:00,208149.3136917035
23.01.2009 11:00:00,204876.47657758388
23.01.2009 12:00:00,202638.48806588977
23.01.2009 13:00:00,198481.70726489037
23.01.2009 14:00:00,196297.8561006113
23.01.2009 15:00:00,193691.83447105688
23.01.2009 16:00:00,191664.42665577203
23.01.2009 17:00:00,190998.5858750046
23.01.2009 18:00:00,196655.75078533922
23.01.2009 19:00:00,202304.22597424974
23.01.2009 20:00:00,208046.4186992387
23.01.2009 21:00:00,213560.02872590453
23.01.2009 22:00:00,209785.85227902344
23.01.2009 23:00:00,198510.49424953712
24.01.2009 00:00:00,176199.14083364836
24.01.2009 01:00:00,139155.0673916863
24.01.2009 02:00:00,120039.65460985948
24.01.2009 03:00:00,102306.51406253518
24.01.2009 04:00:00,98522.84256318475
24.01.2009 05:00:00,101603.32973168782
24.01.2009 06:00:00,113304.94331781165
24.01.2009 07:00:00,133175.6780311082
24.01.2009 08:00:00,162737.270953911
24.01.2009 09:00:00,194781.2399275472
24.01.2009 10:00:00,225490.85706669136
24.01.2009 11:00:00,234120.12329612495
24.01.2009 12:00:00,232365.92979539355
24.01.2009 13:00:00,226125.73589525736
24.01.2009 14:00:00,217313.0933441674
24.01.2009 15:00:00,208568.35433259548
24.01.2009 16:00:00,202147.9395866948
24.01.2009 17:00:00,201043.90076323223
24.01.2009 18:00:00,201180.75957002884
24.01.2009 19:00:00,202148.51743315154
24.01.2009 20:00:00,201508.5593934229
24.01.2009 21:00:00,201895.19979415764
24.01.2009 22:00:00,200877.71696088614
24.01.2009 23:00:00,196717.11101500635
25.01.2009 00:00:00,173335.9581755158
25.01.2009 01:00:00,139047.35431724897
25.01.2009 02:00:00,121086.17750481208
25.01.2009 03:00:00,102834.1967371943
25.01.2009 04:00:00,98546.25408861341
25.01.2009 05:00:00,99256.59921252928
25.01.2009 06:00:00,103372.80517835559
25.01.2009 07:00:00,119724.19457022646
25.01.2009 08:00:00,155469.70041726227
25.01.2009 09:00:00,193078.11603761546
25.01.2009 10:00:00,225080.9039491458
25.01.2009 11:00:00,237302.80601272554
25.01.2009 12:00:00,236854.9462549919
25.01.2009 13:00:00,228030.66164878933
25.01.2009 14:00:00,217133.9720233887
25.01.2009 15:00:00,208549.02927059366
25.01.2009 16:00:00,208248.13810329896
25.01.2009 17:00:00,209146.30021879327
25.01.2009 18:00:00,215117.02886334647
25.01.2009 19:00:00,223718.83420896262
25.01.2009 20:00:00,232804.8798367152
25.01.2009 21:00:00,236593.3994189793
25.01.2009 22:00:00,229740.24935803216
25.01.2009 23:00:00,211219.0873827147
26.01.2009 00:00:00,172557.69630601758
26.01.2009 01:00:00,135029.26128623815
26.01.2009 02:00:00,113777.70286095532
26.01.2009 03:00:00,99509.96398529861
26.01.2009 04:00:00,96699.01142930142
26.01.2009 05:00:00,105230.99174626326
26.01.2009 06:00:00,150872.86204802085
26.01.2009 07:00:00,202103.93900788293
26.01.2009 08:00:00,212890.9767947299
26.01.2009 09:00:00,211641.1765746862
26.01.2009 10:00:00,212022.9369947105
26.01.2009 11:00:00,211830.95267162964
26.01.2009 12:00:00,210344.1178898215
26.01.2009 13:00:00,203625.01425967983
26.01.2009 14:00:00,198549.73877595144
26.01.2009 15:00:00,194662.19603277932
26.01.2009 16:00:00,192868.73267938982
26.01.2009 17:00:00,193310.64031481982
26.01.2009 18:00:00,199767.35914839862
26.01.2009 19:00:00,212427.89990266116
26.01.2009 20:00:00,223022.45168238156
26.01.2009 21:00:00,237506.15597265755
26.01.2009 22:00:00,235033.72233128443
26.01.2009 23:00:00,211552.19048154
27.01.2009 00:00:00,169584.6252872159
27.01.2009 01:00:00,130733.10513510034
27.01.2009 02:00:00,111832.21721956161
27.01.2009 03:00:00,98764.47678582642
27.01.2009 04:00:00,96759.07513171414
27.01.2009 05:00:00,107104.96036691713
27.01.2009 06:00:00,152354.54388081146
27.01.2009 07:00:00,204668.87181188544
27.01.2009 08:00:00,218597.1866433523
27.01.2009 09:00:00,212967.70859866333
27.01.2009 10:00:00,207852.94839263047
27.01.2009 11:00:00,203085.7192969293
27.01.2009 12:00:00,201638.98344095144
27.01.2009 13:00:00,196973.9249649291
27.01.2009 14:00:00,193033.59794407355
27.01.2009 15:00:00,187167.40287954113
27.01.2009 16:00:00,185485.69693852862
27.01.2009 17:00:00,186253.45058713807
27.01.2009 18:00:00,195905.86096017036
27.01.2009 19:00:00,209481.63445863881
27.01.2009 20:00:00,225698.61182042942
27.01.2009 21:00:00,236928.57589238684
27.01.2009 22:00:00,237267.27418437199
27.01.2009 23:00:00,214449.16589910464
28.01.2009 00:00:00,169639.103185237
28.01.2009 01:00:00,129782.86122750888
28.01.2009 02:00:00,112342.83693128971
28.01.2009 03:00:00,98717.4087556871
28.01.2009 04:00:00,97132.43296517352
28.01.2009 05:00:00,107555.29655038555
28.01.2009 06:00:00,152791.75896837833
28.01.2009 07:00:00,208031.66260989427
28.01.2009 08:00:00,219331.60835540568
28.01.2009 09:00:00,213746.12389031757
28.01.2009 10:00:00,207870.02605745613
28.01.2009 11:00:00,202722.9158032114
28.01.2009 12:00:00,200462.7915152807
28.01.2009 13:00:00,196585.7877341155
28.01.2009 14:00:00,193657.16383275914
28.01.2009 15:00:00,187244.244403598
28.01.2009 16:00:00,185881.6430628576
28.01.2009 17:00:00,186067.72038415974
